Date,Open,High,Low,Close,Volume,Adj Close
2015-12-30,10855.169922,10857.429688,10743.009766,10743.009766,34183100,10743.009766
2015-12-29,10744.959961,10860.139648,10731.629883,10860.139648,51747000,10860.139648
2015-12-28,10748.370117,10756.169922,10627.459961,10653.910156,34275800,10653.910156
2015-12-23,10623.55957,10743.320312,10595.269531,10727.639648,69265000,10727.639648
2015-12-22,10598.19043,10623.980469,10400.610352,10488.75,59880200,10488.75
2015-12-21,10607.200195,10796.030273,10497.769531,10497.769531,77046000,10497.769531
2015-12-18,10639.980469,10735.849609,10543.049805,10608.19043,191158800,10608.19043
2015-12-17,10685.299805,10829.620117,10656.389648,10738.120117,112047900,10738.120117
2015-12-16,10476.05957,10572.549805,10423.780273,10469.259766,81802300,10469.259766
2015-12-15,10239.799805,10482.75,10237.480469,10450.379883,98769400,10450.379883
2015-12-14,10406.709961,10448.650391,10122.950195,10139.339844,94400500,10139.339844
2015-12-11,10572.860352,10596.030273,10294.25,10340.05957,101964800,10340.05957
2015-12-10,10547.519531,10662.769531,10500.030273,10598.929688,77722100,10598.929688
2015-12-09,10719.700195,10719.700195,10554.540039,10592.490234,86202900,10592.490234
2015-12-08,10872.679688,10895.50,10616.240234,10673.599609,88291800,10673.599609
2015-12-07,10832.419922,10992.549805,10806.519531,10886.089844,69853700,10886.089844
2015-12-04,10770.160156,10814.820312,10632.769531,10752.099609,108323500,10752.099609
2015-12-03,11173.790039,11318.799805,10780.629883,10789.240234,154843000,10789.240234
2015-12-02,11301.509766,11329.790039,11188.030273,11190.019531,84878100,11190.019531
2015-12-01,11422.469727,11430.379883,11235.969727,11261.240234,108307800,11261.240234
2015-11-30,11268.30957,11430.870117,11253.370117,11382.230469,93042700,11382.230469
2015-11-27,11277.910156,11354.009766,11247.139648,11293.759766,62054200,11293.759766
2015-11-26,11180.94043,11366.370117,11176.55957,11320.769531,000,11320.769531
2015-11-25,10958.400391,11186.679688,10921.709961,11169.540039,84228400,11169.540039
2015-11-24,11064.780273,11064.959961,10869.200195,10933.990234,84359500,10933.990234
2015-11-23,11105.919922,11126.339844,11049.990234,11092.30957,59837700,11092.30957
2015-11-20,11123.80957,11164.299805,11049.349609,11119.830078,76255500,11119.830078
2015-11-19,11061.879883,11150.740234,11045.530273,11085.44043,000,11085.44043
2015-11-18,10901.740234,10989.549805,10877.599609,10959.950195,61549900,10959.950195
2015-11-17,10810.919922,10971.040039,10782.910156,10971.040039,73835800,10971.040039
2015-11-16,10609.139648,10763.650391,10608.830078,10713.230469,63255500,10713.230469
2015-11-13,10764.570312,10811.780273,10607.459961,10708.400391,82688300,10708.400391
2015-11-12,10895.740234,10957.610352,10735.169922,10782.629883,94299800,10782.629883
2015-11-11,10843.679688,10994.540039,10843.679688,10907.870117,80037800,10907.870117
2015-11-10,10846.959961,10863.55957,10728.950195,10832.519531,77662600,10832.519531
2015-11-09,10993.240234,10995.480469,10807.169922,10815.450195,73491200,10815.450195
2015-11-06,10872.980469,11055.450195,10843.480469,10988.030273,89484500,10988.030273
2015-11-05,10847.50,10963.900391,10784.280273,10887.740234,000,10887.740234
2015-11-04,10957.05957,10990.719727,10825.549805,10845.240234,96273700,10845.240234
2015-11-03,10945.349609,10972.280273,10883.94043,10951.150391,82037300,10951.150391
2015-11-02,10749.980469,10977.179688,10744.370117,10950.669922,93072100,10950.669922
2015-10-30,10842.519531,10850.580078,10748.700195,10850.139648,89270000,10850.139648
2015-10-29,10867.19043,10886.980469,10741.139648,10800.839844,122513100,10800.839844
2015-10-28,10728.160156,10848.410156,10691.629883,10831.959961,000,10831.959961
2015-10-27,10761.370117,10807.410156,10692.19043,10692.19043,000,10692.19043
2015-10-26,10791.179688,10863.089844,10756.830078,10801.339844,73091500,10801.339844
2015-10-23,10610.330078,10847.469727,10586.959961,10794.540039,000,10794.540039
2015-10-22,10213.009766,10508.25,10194.740234,10491.969727,107511600,10491.969727
2015-10-21,10185.419922,10277.589844,10107.919922,10238.099609,70021400,10238.099609
2015-10-20,10174.799805,10194.530273,10080.19043,10147.679688,67235200,10147.679688
2015-10-19,10084.610352,10205.030273,10084.610352,10164.30957,000,10164.30957
2015-10-16,10128.80957,10166.790039,10058.530273,10104.429688,97183800,10104.429688
2015-10-15,9999.639648,10088.469727,9957.389648,10064.799805,000,10064.799805
2015-10-14,9948.490234,10036.230469,9890.459961,9915.849609,000,9915.849609
2015-10-13,10106.669922,10107.860352,9939.959961,10032.820312,99101100,10032.820312
2015-10-12,10128.490234,10187.089844,10057.589844,10119.830078,101988200,10119.830078
2015-10-09,10100.780273,10146.879883,10049.389648,10096.599609,102089800,10096.599609
2015-10-08,9942.780273,10027.419922,9911.049805,9993.070312,100403800,9993.070312
2015-10-07,9968.55957,10093.099609,9932.419922,9970.400391,115327300,9970.400391
2015-10-06,9804.419922,9957.919922,9730.410156,9902.830078,000,9902.830078
2015-10-05,9691.650391,9854.769531,9647.169922,9814.790039,117690300,9814.790039
2015-10-02,9606.589844,9667.540039,9396.339844,9553.070312,122885000,9553.070312
2015-10-01,9757.040039,9788.269531,9471.360352,9509.25,111980300,9509.25
2015-09-30,9674.610352,9732.540039,9596.950195,9660.44043,109788700,9660.44043
2015-09-29,9346.040039,9536.629883,9325.049805,9450.400391,112626800,9450.400391
2015-09-28,9633.679688,9677.25,9479.400391,9483.549805,103148800,9483.549805
2015-09-25,9594.530273,9745.769531,9585.330078,9688.530273,120350800,9688.530273
2015-09-24,9599.910156,9707.69043,9362.280273,9427.639648,152035800,9427.639648
2015-09-23,9578.099609,9712.459961,9492.860352,9612.620117,112562000,9612.620117
2015-09-22,9974.410156,9974.799805,9558.959961,9570.660156,150003100,9570.660156
2015-09-21,9837.129883,10000.620117,9785.110352,9948.509766,114339100,9948.509766
2015-09-18,10177.580078,10180.549805,9861.509766,9916.160156,276024800,9916.160156
2015-09-17,10269.320312,10273.269531,10208.509766,10229.580078,116423000,10229.580078
2015-09-16,10288.389648,10336.200195,10173.959961,10227.209961,118501400,10227.209961
2015-09-15,10154.759766,10244.860352,10070.160156,10188.129883,137699600,10188.129883
2015-09-14,10112.900391,10225.370117,10084.870117,10131.740234,75176800,10131.740234
2015-09-11,10243.400391,10243.400391,10079.030273,10123.55957,000,10123.55957
2015-09-10,10216.019531,10326.530273,10157.370117,10210.44043,101320000,10210.44043
2015-09-09,10489.290039,10512.610352,10301.179688,10303.120117,96941700,10303.120117
2015-09-08,10198.599609,10371.900391,10198.450195,10271.360352,96181300,10271.360352
2015-09-07,10148.799805,10184.570312,10055.139648,10108.610352,54392100,10108.610352
2015-09-04,10216.169922,10216.169922,9996.160156,10038.040039,133263900,10038.040039
2015-09-03,10161.360352,10380.360352,10145.730469,10317.839844,115214700,10317.839844
2015-09-02,10060.30957,10122.269531,9962.25,10048.049805,89542900,10048.049805
2015-09-01,10073.740234,10119.530273,9928.650391,10015.570312,115785700,10015.570312
2015-08-31,10200.980469,10273.50,10132.150391,10259.459961,75829800,10259.459961
2015-08-28,10335.919922,10336.919922,10186.070312,10298.530273,76364700,10298.530273
2015-08-27,10271.330078,10382.950195,10222.040039,10315.620117,105093200,10315.620117
2015-08-26,9956.849609,10159.990234,9853.120117,9997.429688,134864000,9997.429688
2015-08-25,9816.589844,10185.879883,9748.919922,10128.120117,206768000,10128.120117
2015-08-24,9805.719727,9935.530273,9338.200195,9648.429688,285546900,9648.429688
2015-08-21,10228.700195,10437.280273,10124.519531,10124.519531,153201400,10124.519531
2015-08-20,10593.280273,10654.549805,10400.990234,10432.19043,107419700,10432.19043
2015-08-19,10819.849609,10848.839844,10681.360352,10682.150391,82082100,10682.150391
2015-08-18,10916.709961,10976.040039,10883.110352,10915.919922,58733200,10915.919922
2015-08-17,11044.75,11113.790039,10818.709961,10940.330078,68994500,10940.330078
2015-08-14,11010.50,11093.070312,10911.19043,10985.139648,67147100,10985.139648
